NombreComuna,semana_epi_str,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
Estación Central,42-2024,1,Atenciones de urgencia - Total,1411,21,117,250,849,174
Estación Central,42-2024,2,Atenciones de urgencia - Total Respiratorios,477,11,53,124,244,45
Estación Central,42-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),53,0,4,8,38,3
Estación Central,42-2024,4,Atenciones de urgencia - Influenza (J09-J11),12,0,1,4,7,0
Estación Central,42-2024,5,Atenciones de urgencia - Neumonía (J12-J18),23,1,0,2,7,13
Estación Central,42-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",18,0,1,2,13,2
Estación Central,42-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,42-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),353,10,47,104,172,20
Estación Central,42-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),18,0,0,4,7,7
Estación Central,42-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,42-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,42-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,42-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,42-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,43-2024,1,Atenciones de urgencia - Total,1428,23,115,244,854,192
Estación Central,43-2024,2,Atenciones de urgencia - Total Respiratorios,516,17,61,127,263,48
Estación Central,43-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),67,1,10,16,28,12
Estación Central,43-2024,4,Atenciones de urgencia - Influenza (J09-J11),11,0,2,2,6,1
Estación Central,43-2024,5,Atenciones de urgencia - Neumonía (J12-J18),17,0,1,0,10,6
Estación Central,43-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",22,0,1,7,11,3
Estación Central,43-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,43-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),383,16,47,98,199,23
Estación Central,43-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),16,0,0,4,9,3
Estación Central,43-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,43-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,43-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,43-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,43-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,44-2024,1,Atenciones de urgencia - Total,1518,16,134,227,925,216
Estación Central,44-2024,2,Atenciones de urgencia - Total Respiratorios,474,8,60,110,255,41
Estación Central,44-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),84,0,11,19,47,7
Estación Central,44-2024,4,Atenciones de urgencia - Influenza (J09-J11),2,0,0,0,2,0
Estación Central,44-2024,5,Atenciones de urgencia - Neumonía (J12-J18),14,0,0,2,6,6
Estación Central,44-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",28,0,0,2,26,0
Estación Central,44-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,44-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),324,8,49,82,165,20
Estación Central,44-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),22,0,0,5,9,8
Estación Central,44-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,44-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,44-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,44-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,44-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,45-2024,1,Atenciones de urgencia - Total,1424,19,123,231,872,179
Estación Central,45-2024,2,Atenciones de urgencia - Total Respiratorios,485,9,56,103,280,37
Estación Central,45-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),74,3,11,23,32,5
Estación Central,45-2024,4,Atenciones de urgencia - Influenza (J09-J11),3,0,0,0,3,0
Estación Central,45-2024,5,Atenciones de urgencia - Neumonía (J12-J18),16,0,0,2,9,5
Estación Central,45-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",20,0,0,2,17,1
Estación Central,45-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,45-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),347,6,45,70,209,17
Estación Central,45-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),25,0,0,6,10,9
Estación Central,45-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,45-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,45-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,45-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,45-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,46-2024,1,Atenciones de urgencia - Total,1328,20,101,240,800,167
Estación Central,46-2024,2,Atenciones de urgencia - Total Respiratorios,420,9,36,115,234,26
Estación Central,46-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),67,1,10,14,37,5
Estación Central,46-2024,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
Estación Central,46-2024,5,Atenciones de urgencia - Neumonía (J12-J18),17,0,0,5,10,2
Estación Central,46-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",9,0,1,2,5,1
Estación Central,46-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,46-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),309,8,25,90,169,17
Estación Central,46-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),17,0,0,4,12,1
Estación Central,46-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,46-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,46-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,46-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,46-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,47-2024,1,Atenciones de urgencia - Total,1388,13,110,241,817,207
Estación Central,47-2024,2,Atenciones de urgencia - Total Respiratorios,420,6,62,101,207,44
Estación Central,47-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),73,2,12,11,42,6
Estación Central,47-2024,4,Atenciones de urgencia - Influenza (J09-J11),6,0,0,2,3,1
Estación Central,47-2024,5,Atenciones de urgencia - Neumonía (J12-J18),14,0,0,0,7,7
Estación Central,47-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",12,0,0,3,8,1
Estación Central,47-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,47-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),309,4,50,84,146,25
Estación Central,47-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),6,0,0,1,1,4
Estación Central,47-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,47-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,47-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,47-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,47-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,48-2024,1,Atenciones de urgencia - Total,1407,22,111,259,849,166
Estación Central,48-2024,2,Atenciones de urgencia - Total Respiratorios,467,14,59,114,248,32
Estación Central,48-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),63,5,6,16,33,3
Estación Central,48-2024,4,Atenciones de urgencia - Influenza (J09-J11),9,0,1,3,4,1
Estación Central,48-2024,5,Atenciones de urgencia - Neumonía (J12-J18),13,0,1,2,6,4
Estación Central,48-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",6,0,0,0,5,1
Estación Central,48-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,48-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),362,9,50,93,194,16
Estación Central,48-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),14,0,1,0,6,7
Estación Central,48-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,48-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,48-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,48-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,48-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,49-2024,1,Atenciones de urgencia - Total,1374,17,117,246,793,201
Estación Central,49-2024,2,Atenciones de urgencia - Total Respiratorios,443,12,50,95,234,52
Estación Central,49-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),71,3,11,15,39,3
Estación Central,49-2024,4,Atenciones de urgencia - Influenza (J09-J11),5,0,0,2,3,0
Estación Central,49-2024,5,Atenciones de urgencia - Neumonía (J12-J18),24,0,1,5,11,7
Estación Central,49-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",10,0,0,2,6,2
Estación Central,49-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,49-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),317,9,38,71,169,30
Estación Central,49-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),16,0,0,0,6,10
Estación Central,49-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,49-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,49-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,49-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,49-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,50-2024,1,Atenciones de urgencia - Total,1238,21,105,161,746,205
Estación Central,50-2024,2,Atenciones de urgencia - Total Respiratorios,368,10,41,62,204,51
Estación Central,50-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),48,3,8,7,23,7
Estación Central,50-2024,4,Atenciones de urgencia - Influenza (J09-J11),5,0,0,1,4,0
Estación Central,50-2024,5,Atenciones de urgencia - Neumonía (J12-J18),12,0,0,0,3,9
Estación Central,50-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",12,1,2,3,3,3
Estación Central,50-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,50-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),281,6,31,50,168,26
Estación Central,50-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),10,0,0,1,3,6
Estación Central,50-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,50-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,50-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,50-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,50-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,51-2024,1,Atenciones de urgencia - Total,1157,15,86,136,750,170
Estación Central,51-2024,2,Atenciones de urgencia - Total Respiratorios,307,8,36,42,192,29
Estación Central,51-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),34,0,6,7,18,3
Estación Central,51-2024,4,Atenciones de urgencia - Influenza (J09-J11),6,0,1,2,3,0
Estación Central,51-2024,5,Atenciones de urgencia - Neumonía (J12-J18),11,0,0,0,7,4
Estación Central,51-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",12,0,2,2,6,2
Estación Central,51-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,51-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),232,8,27,31,149,17
Estación Central,51-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),12,0,0,0,9,3
Estación Central,51-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,51-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,51-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,51-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,51-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Estación Central,52-2024,1,Atenciones de urgencia - Total,1185,19,73,131,768,194
Estación Central,52-2024,2,Atenciones de urgencia - Total Respiratorios,311,5,19,47,199,41
Estación Central,52-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),53,3,5,5,34,6
Estación Central,52-2024,4,Atenciones de urgencia - Influenza (J09-J11),5,0,1,0,4,0
Estación Central,52-2024,5,Atenciones de urgencia - Neumonía (J12-J18),17,0,0,0,7,10
Estación Central,52-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",8,0,0,1,7,0
Estación Central,52-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Estación Central,52-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),213,2,13,40,139,19
Estación Central,52-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),15,0,0,1,8,6
Estación Central,52-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Estación Central,52-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Estación Central,52-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Estación Central,52-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Estación Central,52-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,01-2024,1,Atenciones de urgencia - Total,1152,15,78,148,745,166
Huechuraba,01-2024,2,Atenciones de urgencia - Total Respiratorios,203,4,31,31,111,26
Huechuraba,01-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),25,0,6,3,12,4
Huechuraba,01-2024,4,Atenciones de urgencia - Influenza (J09-J11),6,0,0,0,3,3
Huechuraba,01-2024,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
Huechuraba,01-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",6,0,2,1,2,1
Huechuraba,01-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Huechuraba,01-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),143,4,22,27,79,11
Huechuraba,01-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),23,0,1,0,15,7
Huechuraba,01-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Huechuraba,01-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,1,1,0
Huechuraba,01-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,0,1,2
Huechuraba,01-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Huechuraba,01-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,02-2024,1,Atenciones de urgencia - Total,1040,18,77,120,656,169
Huechuraba,02-2024,2,Atenciones de urgencia - Total Respiratorios,193,10,21,33,98,31
Huechuraba,02-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),20,3,2,1,9,5
Huechuraba,02-2024,4,Atenciones de urgencia - Influenza (J09-J11),5,0,0,0,0,5
Huechuraba,02-2024,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
Huechuraba,02-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,0,0,1,1,1
Huechuraba,02-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Huechuraba,02-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),145,6,17,29,81,12
Huechuraba,02-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),20,1,2,2,7,8
Huechuraba,02-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Huechuraba,02-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",7,0,0,0,6,1
Huechuraba,02-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",4,0,0,0,3,1
Huechuraba,02-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Huechuraba,02-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,03-2024,1,Atenciones de urgencia - Total,1011,17,70,110,663,151
Huechuraba,03-2024,2,Atenciones de urgencia - Total Respiratorios,141,4,12,16,77,32
Huechuraba,03-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),18,1,0,2,10,5
Huechuraba,03-2024,4,Atenciones de urgencia - Influenza (J09-J11),9,0,0,0,0,9
Huechuraba,03-2024,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
Huechuraba,03-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,0,0,0,1,2
Huechuraba,03-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Huechuraba,03-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),96,3,11,14,57,11
Huechuraba,03-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),15,0,1,0,9,5
Huechuraba,03-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Huechuraba,03-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,2,0
Huechuraba,03-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",11,0,0,1,10,0
Huechuraba,03-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Huechuraba,03-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,04-2024,1,Atenciones de urgencia - Total,994,14,58,115,659,148
Huechuraba,04-2024,2,Atenciones de urgencia - Total Respiratorios,166,5,16,20,95,30
Huechuraba,04-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),15,0,0,3,9,3
Huechuraba,04-2024,4,Atenciones de urgencia - Influenza (J09-J11),7,0,0,0,2,5
Huechuraba,04-2024,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
Huechuraba,04-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",10,0,2,2,4,2
Huechuraba,04-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Huechuraba,04-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),126,5,14,14,76,17
Huechuraba,04-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),8,0,0,1,4,3
Huechuraba,04-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Huechuraba,04-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,0,0,3,1
Huechuraba,04-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,1,1,1
Huechuraba,04-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Huechuraba,04-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,05-2024,1,Atenciones de urgencia - Total,971,13,66,128,599,165
Huechuraba,05-2024,2,Atenciones de urgencia - Total Respiratorios,152,4,17,21,82,28
Huechuraba,05-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),13,0,0,2,6,5
Huechuraba,05-2024,4,Atenciones de urgencia - Influenza (J09-J11),7,0,0,0,1,6
Huechuraba,05-2024,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
Huechuraba,05-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",8,0,0,1,4,3
Huechuraba,05-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Huechuraba,05-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),116,4,17,18,64,13
Huechuraba,05-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),8,0,0,0,7,1
Huechuraba,05-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Huechuraba,05-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",7,0,0,0,7,0
Huechuraba,05-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",6,0,0,2,4,0
Huechuraba,05-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Huechuraba,05-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,06-2024,1,Atenciones de urgencia - Total,973,14,57,105,620,177
Huechuraba,06-2024,2,Atenciones de urgencia - Total Respiratorios,162,5,13,25,93,26
Huechuraba,06-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),18,0,1,0,10,7
Huechuraba,06-2024,4,Atenciones de urgencia - Influenza (J09-J11),5,0,0,0,0,5
Huechuraba,06-2024,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,0,1
Huechuraba,06-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",12,0,0,1,6,5
Huechuraba,06-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Huechuraba,06-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),116,5,11,24,72,4
Huechuraba,06-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),10,0,1,0,5,4
Huechuraba,06-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Huechuraba,06-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,0,0,0,2,1
Huechuraba,06-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",9,0,0,1,7,1
Huechuraba,06-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Huechuraba,06-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,07-2024,1,Atenciones de urgencia - Total,886,9,52,78,602,145
Huechuraba,07-2024,2,Atenciones de urgencia - Total Respiratorios,133,3,8,17,85,20
Huechuraba,07-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),20,0,2,2,13,3
Huechuraba,07-2024,4,Atenciones de urgencia - Influenza (J09-J11),2,0,0,1,0,1
Huechuraba,07-2024,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
Huechuraba,07-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",9,1,0,0,4,4
Huechuraba,07-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Huechuraba,07-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),95,1,6,12,67,9
Huechuraba,07-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),7,1,0,2,1,3
Huechuraba,07-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Huechuraba,07-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",14,0,0,1,10,3
Huechuraba,07-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",15,0,0,0,14,1
Huechuraba,07-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Huechuraba,07-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,08-2024,1,Atenciones de urgencia - Total,922,11,48,94,615,154
Huechuraba,08-2024,2,Atenciones de urgencia - Total Respiratorios,147,3,10,16,103,15
Huechuraba,08-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),7,0,0,1,4,2
Huechuraba,08-2024,4,Atenciones de urgencia - Influenza (J09-J11),2,0,0,0,2,0
Huechuraba,08-2024,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
Huechuraba,08-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",9,0,0,1,6,2
Huechuraba,08-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
Huechuraba,08-2024,10,Atenciones de urgencia - IRA Alta (J00-J06),121,3,10,14,84,10
Huechuraba,08-2024,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),8,0,0,0,7,1
Huechuraba,08-2024,25,Hospitalizaciones - Total,0,0,0,0,0,0
Huechuraba,08-2024,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",10,0,0,1,8,1
Huechuraba,08-2024,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
Huechuraba,08-2024,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Huechuraba,08-2024,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Huechuraba,09-2024,1,Atenciones de urgencia - Total,991,12,58,110,667,144
Huechuraba,09-2024,2,Atenciones de urgencia - Total Respiratorios,145,3,10,24,90,18
Huechuraba,09-2024,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),6,0,1,1,3,1
Huechuraba,09-2024,4,Atenciones de urgencia - Influenza (J09-J11),6,0,0,0,1,5
Huechuraba,09-2024,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
Huechuraba,09-2024,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",4,0,0,0,1,3
Huechuraba,09-2024,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
