GLOSATIPOESTABLECIMIENTO,semana_epi_str,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
Hospital,20-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),37,3,8,4,8,14
Hospital,20-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),29,0,4,1,10,14
Hospital,21-2023,1,Atenciones de urgencia - Total,33524,2274,5097,7553,14170,4430
Hospital,21-2023,2,Atenciones de urgencia - Total Respiratorios,8494,1412,2796,2230,1498,558
Hospital,21-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1667,482,690,284,143,68
Hospital,21-2023,4,Atenciones de urgencia - Influenza (J09-J11),308,8,71,140,67,22
Hospital,21-2023,5,Atenciones de urgencia - Neumonía (J12-J18),553,44,196,80,100,133
Hospital,21-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1375,221,312,354,303,185
Hospital,21-2023,7,Hospitalizaciones - Sistema Respiratorio,817,235,214,55,115,198
Hospital,21-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),3884,567,1276,1218,768,55
Hospital,21-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),707,90,251,154,117,95
Hospital,21-2023,25,Hospitalizaciones - Total,3578,291,292,219,1584,1192
Hospital,21-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",15,3,3,2,5,2
Hospital,21-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",129,14,25,13,57,20
Hospital,21-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,21-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),66,5,6,3,20,32
Hospital,22-2023,1,Atenciones de urgencia - Total,32950,2518,4921,7085,14003,4423
Hospital,22-2023,2,Atenciones de urgencia - Total Respiratorios,8579,1701,2867,2083,1340,588
Hospital,22-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1869,706,717,267,129,50
Hospital,22-2023,4,Atenciones de urgencia - Influenza (J09-J11),225,9,48,89,58,21
Hospital,22-2023,5,Atenciones de urgencia - Neumonía (J12-J18),725,76,280,99,100,170
Hospital,22-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1345,237,365,273,263,207
Hospital,22-2023,7,Hospitalizaciones - Sistema Respiratorio,988,328,293,70,107,190
Hospital,22-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),3643,546,1152,1201,692,52
Hospital,22-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),772,127,305,154,98,88
Hospital,22-2023,25,Hospitalizaciones - Total,3739,391,366,185,1565,1232
Hospital,22-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",6,1,0,1,4,0
Hospital,22-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",185,25,31,23,82,24
Hospital,22-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,0,0,0,1,0
Hospital,22-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),74,7,12,6,15,34
Hospital,23-2023,1,Atenciones de urgencia - Total,30461,2367,4137,5914,13669,4374
Hospital,23-2023,2,Atenciones de urgencia - Total Respiratorios,7713,1707,2568,1614,1258,566
Hospital,23-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1819,751,631,238,136,63
Hospital,23-2023,4,Atenciones de urgencia - Influenza (J09-J11),152,12,38,52,33,17
Hospital,23-2023,5,Atenciones de urgencia - Neumonía (J12-J18),740,89,280,91,121,159
Hospital,23-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1384,313,340,236,315,180
Hospital,23-2023,7,Hospitalizaciones - Sistema Respiratorio,1231,480,343,79,134,195
Hospital,23-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2862,425,982,864,542,49
Hospital,23-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),756,117,297,133,111,98
Hospital,23-2023,25,Hospitalizaciones - Total,4137,556,428,234,1643,1276
Hospital,23-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,1,1
Hospital,23-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",121,17,23,6,53,22
Hospital,23-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,23-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),89,18,13,2,28,28
Hospital,24-2023,1,Atenciones de urgencia - Total,26875,2133,3118,4534,12740,4350
Hospital,24-2023,2,Atenciones de urgencia - Total Respiratorios,6440,1627,1936,1116,1222,539
Hospital,24-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1549,725,466,135,144,79
Hospital,24-2023,4,Atenciones de urgencia - Influenza (J09-J11),119,4,14,32,52,17
Hospital,24-2023,5,Atenciones de urgencia - Neumonía (J12-J18),669,96,222,90,130,131
Hospital,24-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1208,308,259,178,281,182
Hospital,24-2023,7,Hospitalizaciones - Sistema Respiratorio,1210,519,323,62,126,180
Hospital,24-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2232,373,724,565,528,42
Hospital,24-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),663,121,251,116,87,88
Hospital,24-2023,25,Hospitalizaciones - Total,4060,578,406,191,1570,1315
Hospital,24-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,1,0,0,0,2
Hospital,24-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",147,27,29,9,53,29
Hospital,24-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,24-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),77,9,11,5,13,39
Hospital,25-2023,1,Atenciones de urgencia - Total,25055,1880,2851,3893,12285,4146
Hospital,25-2023,2,Atenciones de urgencia - Total Respiratorios,5235,1279,1403,920,1062,571
Hospital,25-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1234,546,317,130,158,83
Hospital,25-2023,4,Atenciones de urgencia - Influenza (J09-J11),89,2,9,21,37,20
Hospital,25-2023,5,Atenciones de urgencia - Neumonía (J12-J18),594,94,179,66,103,152
Hospital,25-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",969,243,171,138,232,185
Hospital,25-2023,7,Hospitalizaciones - Sistema Respiratorio,1120,463,259,63,133,202
Hospital,25-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1803,292,550,482,434,45
Hospital,25-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),546,102,177,83,98,86
Hospital,25-2023,25,Hospitalizaciones - Total,3879,542,334,194,1528,1281
Hospital,25-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,0,2
Hospital,25-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",150,31,41,7,41,30
Hospital,25-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,0,0,0,0,1
Hospital,25-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),102,21,16,2,17,46
Hospital,26-2023,1,Atenciones de urgencia - Total,24206,1721,2538,3255,12368,4324
Hospital,26-2023,2,Atenciones de urgencia - Total Respiratorios,4537,1065,1199,697,1006,570
Hospital,26-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),983,397,287,92,132,75
Hospital,26-2023,4,Atenciones de urgencia - Influenza (J09-J11),56,2,7,18,20,9
Hospital,26-2023,5,Atenciones de urgencia - Neumonía (J12-J18),490,63,122,49,101,155
Hospital,26-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",890,203,155,106,225,201
Hospital,26-2023,7,Hospitalizaciones - Sistema Respiratorio,882,339,181,43,130,189
Hospital,26-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1660,314,480,369,448,49
Hospital,26-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),458,86,148,63,80,81
Hospital,26-2023,25,Hospitalizaciones - Total,3513,423,262,166,1463,1199
Hospital,26-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,0,1
Hospital,26-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",97,23,30,6,21,17
Hospital,26-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,0,0,0,0,1
Hospital,26-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),43,8,7,1,9,18
Hospital,27-2023,1,Atenciones de urgencia - Total,23739,1511,2294,2776,12548,4610
Hospital,27-2023,2,Atenciones de urgencia - Total Respiratorios,3741,844,932,498,866,601
Hospital,27-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),722,284,198,50,120,70
Hospital,27-2023,4,Atenciones de urgencia - Influenza (J09-J11),58,2,2,13,28,13
Hospital,27-2023,5,Atenciones de urgencia - Neumonía (J12-J18),473,57,100,37,114,165
Hospital,27-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",797,171,129,85,206,206
Hospital,27-2023,7,Hospitalizaciones - Sistema Respiratorio,798,292,172,40,108,186
Hospital,27-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1281,247,383,281,323,47
Hospital,27-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),410,83,120,32,75,100
Hospital,27-2023,25,Hospitalizaciones - Total,3670,387,261,214,1519,1289
Hospital,27-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,0,0,2,2
Hospital,27-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",76,27,8,6,23,12
Hospital,27-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,0,0,0,1,0
Hospital,27-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),64,17,4,4,15,24
Hospital,28-2023,1,Atenciones de urgencia - Total,23515,1406,2249,2588,12691,4581
Hospital,28-2023,2,Atenciones de urgencia - Total Respiratorios,3305,684,809,362,881,569
Hospital,28-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),631,238,181,49,99,64
Hospital,28-2023,4,Atenciones de urgencia - Influenza (J09-J11),71,7,4,6,37,17
Hospital,28-2023,5,Atenciones de urgencia - Neumonía (J12-J18),387,43,85,15,98,146
Hospital,28-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",685,120,107,63,198,197
Hospital,28-2023,7,Hospitalizaciones - Sistema Respiratorio,771,231,191,41,112,196
Hospital,28-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1169,214,353,193,368,41
Hospital,28-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),362,62,79,36,81,104
Hospital,28-2023,25,Hospitalizaciones - Total,3722,309,299,206,1572,1336
Hospital,28-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,0,1
Hospital,28-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",77,17,18,3,24,15
Hospital,28-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,0,0,0,0,1
Hospital,28-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),77,8,11,3,16,39
Hospital,29-2023,1,Atenciones de urgencia - Total,27012,1365,2351,5275,13485,4536
Hospital,29-2023,2,Atenciones de urgencia - Total Respiratorios,3315,609,763,500,907,536
Hospital,29-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),590,204,142,55,119,70
Hospital,29-2023,4,Atenciones de urgencia - Influenza (J09-J11),74,4,7,14,25,24
Hospital,29-2023,5,Atenciones de urgencia - Neumonía (J12-J18),393,39,79,21,96,158
Hospital,29-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",694,106,104,107,195,182
Hospital,29-2023,7,Hospitalizaciones - Sistema Respiratorio,620,176,115,35,96,198
Hospital,29-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1251,205,365,262,396,23
Hospital,29-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),313,51,66,41,76,79
Hospital,29-2023,25,Hospitalizaciones - Total,3623,238,198,256,1578,1353
Hospital,29-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,1,0,0,0,0
Hospital,29-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",65,22,16,7,13,7
Hospital,29-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,29-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),52,9,5,4,10,24
Hospital,30-2023,1,Atenciones de urgencia - Total,28216,1428,2742,5645,13747,4654
Hospital,30-2023,2,Atenciones de urgencia - Total Respiratorios,3617,648,965,652,886,466
Hospital,30-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),570,174,163,65,107,61
Hospital,30-2023,4,Atenciones de urgencia - Influenza (J09-J11),57,2,3,14,27,11
Hospital,30-2023,5,Atenciones de urgencia - Neumonía (J12-J18),370,48,67,28,103,124
Hospital,30-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",726,106,128,114,212,166
Hospital,30-2023,7,Hospitalizaciones - Sistema Respiratorio,556,153,104,46,102,151
Hospital,30-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1520,271,497,362,352,38
Hospital,30-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),374,47,107,69,85,66
Hospital,30-2023,25,Hospitalizaciones - Total,3539,221,203,234,1667,1214
Hospital,30-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Hospital,30-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",82,29,22,2,17,12
Hospital,30-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,0,1,0,0,0
Hospital,30-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),52,10,7,2,16,17
Hospital,31-2023,1,Atenciones de urgencia - Total,29970,1643,3238,6140,13992,4957
Hospital,31-2023,2,Atenciones de urgencia - Total Respiratorios,4454,769,1259,996,923,507
Hospital,31-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),734,215,236,110,109,64
Hospital,31-2023,4,Atenciones de urgencia - Influenza (J09-J11),68,3,4,18,29,14
Hospital,31-2023,5,Atenciones de urgencia - Neumonía (J12-J18),372,24,91,35,91,131
Hospital,31-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",964,140,196,173,268,187
Hospital,31-2023,7,Hospitalizaciones - Sistema Respiratorio,650,166,146,81,100,157
Hospital,31-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1819,324,604,521,331,39
Hospital,31-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),497,63,128,139,95,72
Hospital,31-2023,25,Hospitalizaciones - Total,3654,240,250,268,1586,1310
Hospital,31-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,1,1
Hospital,31-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",81,20,28,12,16,5
Hospital,31-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,31-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),57,12,12,3,14,16
Hospital,32-2023,1,Atenciones de urgencia - Total,30120,1729,3406,6518,13853,4614
Hospital,32-2023,2,Atenciones de urgencia - Total Respiratorios,4692,848,1352,1077,908,507
Hospital,32-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),796,218,259,134,120,65
Hospital,32-2023,4,Atenciones de urgencia - Influenza (J09-J11),67,1,8,27,14,17
Hospital,32-2023,5,Atenciones de urgencia - Neumonía (J12-J18),371,31,86,46,75,133
Hospital,32-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",867,128,180,170,219,170
Hospital,32-2023,7,Hospitalizaciones - Sistema Respiratorio,602,135,137,50,106,174
Hospital,32-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2084,396,682,579,396,31
Hospital,32-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),507,74,137,121,84,91
Hospital,32-2023,25,Hospitalizaciones - Total,3542,225,224,230,1609,1254
Hospital,32-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,0,0,4,0
Hospital,32-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",111,32,31,14,18,16
Hospital,32-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),2,0,0,0,1,1
Hospital,32-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),62,11,6,5,14,26
Hospital,33-2023,1,Atenciones de urgencia - Total,28473,1868,3437,5597,13188,4383
Hospital,33-2023,2,Atenciones de urgencia - Total Respiratorios,4662,899,1314,1043,919,487
Hospital,33-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),813,219,265,148,109,72
Hospital,33-2023,4,Atenciones de urgencia - Influenza (J09-J11),59,3,5,20,24,7
Hospital,33-2023,5,Atenciones de urgencia - Neumonía (J12-J18),366,29,80,49,91,117
Hospital,33-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",901,167,178,170,207,179
Hospital,33-2023,7,Hospitalizaciones - Sistema Respiratorio,536,124,111,57,86,158
Hospital,33-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2067,416,667,533,411,40
Hospital,33-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),456,65,119,123,77,72
Hospital,33-2023,25,Hospitalizaciones - Total,3365,208,212,231,1522,1192
Hospital,33-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",5,1,0,0,3,1
Hospital,33-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",70,18,20,9,13,10
Hospital,33-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,33-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),38,9,4,0,9,16
Hospital,34-2023,1,Atenciones de urgencia - Total,27784,1648,3000,5416,13262,4458
Hospital,34-2023,2,Atenciones de urgencia - Total Respiratorios,4089,765,1092,907,893,432
Hospital,34-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),677,203,192,120,108,54
Hospital,34-2023,4,Atenciones de urgencia - Influenza (J09-J11),53,1,3,13,17,19
Hospital,34-2023,5,Atenciones de urgencia - Neumonía (J12-J18),359,32,73,63,88,103
Hospital,34-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",734,115,130,135,204,150
Hospital,34-2023,7,Hospitalizaciones - Sistema Respiratorio,509,115,95,51,97,151
Hospital,34-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1865,366,592,481,395,31
Hospital,34-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),401,48,102,95,81,75
Hospital,34-2023,25,Hospitalizaciones - Total,3447,184,175,237,1593,1258
Hospital,34-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,2,0
Hospital,34-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",52,18,13,11,7,3
Hospital,34-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,1,0,0,0,0
Hospital,34-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),32,4,4,4,7,13
Hospital,35-2023,1,Atenciones de urgencia - Total,30165,1702,3236,6438,13970,4819
Hospital,35-2023,2,Atenciones de urgencia - Total Respiratorios,4124,721,1085,1048,794,476
Hospital,35-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),701,196,203,146,99,57
Hospital,35-2023,4,Atenciones de urgencia - Influenza (J09-J11),72,4,4,19,28,17
Hospital,35-2023,5,Atenciones de urgencia - Neumonía (J12-J18),336,18,53,49,87,129
Hospital,35-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",709,107,124,132,190,156
Hospital,35-2023,7,Hospitalizaciones - Sistema Respiratorio,483,109,82,53,87,152
Hospital,35-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),1885,348,597,592,311,37
Hospital,35-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),421,48,104,110,79,80
Hospital,35-2023,25,Hospitalizaciones - Total,3540,176,169,240,1641,1314
Hospital,35-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",10,1,0,0,8,1
Hospital,35-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",71,14,23,7,9,18
Hospital,35-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,1,0,0,0,0
Hospital,35-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),33,3,3,4,3,20
Hospital,36-2023,1,Atenciones de urgencia - Total,29273,1739,3421,6263,13354,4496
Hospital,36-2023,2,Atenciones de urgencia - Total Respiratorios,4507,769,1282,1184,827,445
Hospital,36-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),727,167,238,171,94,57
Hospital,36-2023,4,Atenciones de urgencia - Influenza (J09-J11),51,5,2,10,18,16
Hospital,36-2023,5,Atenciones de urgencia - Neumonía (J12-J18),401,23,83,80,90,125
Hospital,36-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",758,113,148,141,201,155
Hospital,36-2023,7,Hospitalizaciones - Sistema Respiratorio,499,102,98,41,101,157
Hospital,36-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2112,395,682,670,343,22
Hospital,36-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),458,66,129,112,81,70
Hospital,36-2023,25,Hospitalizaciones - Total,3333,183,164,236,1594,1156
Hospital,36-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",11,0,0,1,6,4
Hospital,36-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",65,18,13,14,11,9
Hospital,36-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,36-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Hospital,37-2023,1,Atenciones de urgencia - Total,28588,1799,3490,5636,12958,4705
Hospital,37-2023,2,Atenciones de urgencia - Total Respiratorios,4598,804,1317,1143,876,458
Hospital,37-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),675,174,211,177,73,40
Hospital,37-2023,4,Atenciones de urgencia - Influenza (J09-J11),54,3,4,12,20,15
Hospital,37-2023,5,Atenciones de urgencia - Neumonía (J12-J18),400,30,72,63,92,143
Hospital,37-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",780,123,145,153,195,164
Hospital,37-2023,7,Hospitalizaciones - Sistema Respiratorio,511,99,100,50,107,155
Hospital,37-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2208,412,745,619,408,24
Hospital,37-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),481,62,140,119,88,72
Hospital,37-2023,25,Hospitalizaciones - Total,3189,181,179,199,1465,1165
Hospital,37-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",14,1,0,1,9,3
Hospital,37-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",81,19,28,12,12,10
Hospital,37-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,37-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),1,0,0,0,1,0
Hospital,38-2023,1,Atenciones de urgencia - Total,28740,2212,3822,4542,13589,4575
Hospital,38-2023,2,Atenciones de urgencia - Total Respiratorios,5351,1139,1517,1197,1018,480
Hospital,38-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),912,272,276,182,126,56
Hospital,38-2023,4,Atenciones de urgencia - Influenza (J09-J11),55,6,7,4,18,20
Hospital,38-2023,5,Atenciones de urgencia - Neumonía (J12-J18),477,45,88,89,116,139
Hospital,38-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",848,165,170,142,231,140
Hospital,38-2023,7,Hospitalizaciones - Sistema Respiratorio,566,120,109,41,117,179
Hospital,38-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2497,576,837,624,418,42
Hospital,38-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),562,75,139,156,109,83
Hospital,38-2023,25,Hospitalizaciones - Total,3285,191,191,165,1517,1221
Hospital,38-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",14,2,1,0,7,4
Hospital,38-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",89,18,34,16,14,7
Hospital,38-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),2,0,0,1,0,1
Hospital,38-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),1,0,0,0,1,0
Hospital,39-2023,1,Atenciones de urgencia - Total,32908,2203,3915,7494,14188,5108
Hospital,39-2023,2,Atenciones de urgencia - Total Respiratorios,5275,1004,1361,1267,1043,600
Hospital,39-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),832,241,239,173,111,68
Hospital,39-2023,4,Atenciones de urgencia - Influenza (J09-J11),60,8,5,11,22,14
Hospital,39-2023,5,Atenciones de urgencia - Neumonía (J12-J18),495,31,78,87,127,172
Hospital,39-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",887,132,147,158,247,203
Hospital,39-2023,7,Hospitalizaciones - Sistema Respiratorio,539,114,86,43,110,186
Hospital,39-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2462,516,773,685,426,62
Hospital,39-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),539,76,119,153,110,81
Hospital,39-2023,25,Hospitalizaciones - Total,3412,191,175,244,1558,1244
Hospital,39-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",31,5,0,1,19,6
Hospital,39-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",90,23,28,13,19,7
Hospital,39-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,39-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Hospital,40-2023,1,Atenciones de urgencia - Total,31973,2122,3782,7644,13735,4690
Hospital,40-2023,2,Atenciones de urgencia - Total Respiratorios,5230,962,1380,1403,954,531
Hospital,40-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),807,222,210,195,123,57
Hospital,40-2023,4,Atenciones de urgencia - Influenza (J09-J11),66,2,8,17,23,16
Hospital,40-2023,5,Atenciones de urgencia - Neumonía (J12-J18),420,41,76,70,104,129
Hospital,40-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",932,136,179,202,238,177
Hospital,40-2023,7,Hospitalizaciones - Sistema Respiratorio,587,115,87,55,124,206
