GLOSATIPOESTABLECIMIENTO,semana_epi_str,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
Hospital,20-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),389,12,78,115,99,85
Hospital,20-2025,25,Hospitalizaciones - Total,3663,108,158,316,1673,1408
Hospital,20-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Hospital,20-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Hospital,20-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),2,0,0,0,2,0
Hospital,20-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Hospital,21-2025,1,Atenciones de urgencia - Total,32064,1542,3939,6969,14248,5366
Hospital,21-2025,2,Atenciones de urgencia - Total Respiratorios,5721,649,1463,1515,1311,783
Hospital,21-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),834,105,250,212,182,85
Hospital,21-2025,4,Atenciones de urgencia - Influenza (J09-J11),282,14,43,108,80,37
Hospital,21-2025,5,Atenciones de urgencia - Neumonía (J12-J18),551,19,89,72,163,208
Hospital,21-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1013,92,177,163,277,304
Hospital,21-2025,7,Hospitalizaciones - Sistema Respiratorio,634,55,102,45,159,273
Hospital,21-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2634,397,815,873,495,54
Hospital,21-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),407,22,89,87,114,95
Hospital,21-2025,25,Hospitalizaciones - Total,3504,116,186,268,1556,1378
Hospital,21-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Hospital,21-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,0,3,0
Hospital,21-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,21-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Hospital,22-2025,1,Atenciones de urgencia - Total,31376,1485,3675,7075,14026,5115
Hospital,22-2025,2,Atenciones de urgencia - Total Respiratorios,5421,615,1463,1382,1234,727
Hospital,22-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),747,108,246,178,143,72
Hospital,22-2025,4,Atenciones de urgencia - Influenza (J09-J11),264,11,40,102,68,43
Hospital,22-2025,5,Atenciones de urgencia - Neumonía (J12-J18),536,23,92,60,160,201
Hospital,22-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",913,90,185,146,239,253
Hospital,22-2025,7,Hospitalizaciones - Sistema Respiratorio,587,47,110,40,128,262
Hospital,22-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2514,355,808,798,502,51
Hospital,22-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),447,28,92,98,122,107
Hospital,22-2025,25,Hospitalizaciones - Total,3402,112,199,269,1511,1311
Hospital,22-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Hospital,22-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,0,0,2
Hospital,22-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,22-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Hospital,23-2025,1,Atenciones de urgencia - Total,32650,1547,3926,7681,14262,5234
Hospital,23-2025,2,Atenciones de urgencia - Total Respiratorios,5861,669,1664,1525,1329,674
Hospital,23-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),870,134,316,181,166,73
Hospital,23-2025,4,Atenciones de urgencia - Influenza (J09-J11),226,10,23,86,67,40
Hospital,23-2025,5,Atenciones de urgencia - Neumonía (J12-J18),566,25,108,79,168,186
Hospital,23-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",940,93,194,148,280,225
Hospital,23-2025,7,Hospitalizaciones - Sistema Respiratorio,715,56,136,71,178,274
Hospital,23-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2721,376,882,893,517,53
Hospital,23-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),538,31,141,138,131,97
Hospital,23-2025,25,Hospitalizaciones - Total,3698,117,271,320,1552,1438
Hospital,23-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Hospital,23-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,0,0,3
Hospital,23-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,23-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Hospital,24-2025,1,Atenciones de urgencia - Total,30831,1500,4096,6436,13631,5168
Hospital,24-2025,2,Atenciones de urgencia - Total Respiratorios,5874,709,1875,1298,1238,754
Hospital,24-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1076,158,437,194,194,93
Hospital,24-2025,4,Atenciones de urgencia - Influenza (J09-J11),191,6,38,60,53,34
Hospital,24-2025,5,Atenciones de urgencia - Neumonía (J12-J18),571,22,110,74,177,188
Hospital,24-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1022,108,224,134,258,298
Hospital,24-2025,7,Hospitalizaciones - Sistema Respiratorio,799,84,196,71,154,294
Hospital,24-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2478,379,875,722,454,48
Hospital,24-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),536,36,191,114,102,93
Hospital,24-2025,25,Hospitalizaciones - Total,3769,154,287,288,1643,1397
Hospital,24-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Hospital,24-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Hospital,24-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,24-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Hospital,25-2025,1,Atenciones de urgencia - Total,27702,1632,3846,3964,13125,5135
Hospital,25-2025,2,Atenciones de urgencia - Total Respiratorios,5637,846,1843,981,1182,785
Hospital,25-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1155,233,441,181,189,111
Hospital,25-2025,4,Atenciones de urgencia - Influenza (J09-J11),140,4,20,28,56,32
Hospital,25-2025,5,Atenciones de urgencia - Neumonía (J12-J18),619,32,176,62,150,199
Hospital,25-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",973,139,195,95,254,290
Hospital,25-2025,7,Hospitalizaciones - Sistema Respiratorio,810,113,225,56,140,276
Hospital,25-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2203,395,815,516,410,67
Hospital,25-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),547,43,196,99,123,86
Hospital,25-2025,25,Hospitalizaciones - Total,3608,188,321,243,1515,1341
Hospital,25-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
Hospital,25-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Hospital,25-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,25-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
Hospital,26-2025,1,Atenciones de urgencia - Total,14545,874,2013,1879,7018,2761
Hospital,26-2025,2,Atenciones de urgencia - Total Respiratorios,2931,475,1007,414,627,408
Hospital,26-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),599,109,254,85,102,49
Hospital,26-2025,4,Atenciones de urgencia - Influenza (J09-J11),55,1,20,7,15,12
Hospital,26-2025,5,Atenciones de urgencia - Neumonía (J12-J18),341,18,108,31,91,93
Hospital,26-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",519,71,105,43,137,163
Hospital,26-2025,7,Hospitalizaciones - Sistema Respiratorio,515,73,146,31,100,165
Hospital,26-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),1081,241,398,195,224,23
Hospital,26-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),336,35,122,53,58,68
Hospital,26-2025,25,Hospitalizaciones - Total,1966,110,195,128,801,732
Hospital,26-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
Hospital,26-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
Hospital,26-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
Hospital,26-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,01-2025,1,Atenciones de urgencia - Total,54918,694,2952,6136,36542,8594
SAPU,01-2025,2,Atenciones de urgencia - Total Respiratorios,11725,267,982,1680,7419,1377
SAPU,01-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1364,45,152,157,797,213
SAPU,01-2025,4,Atenciones de urgencia - Influenza (J09-J11),162,1,6,16,102,37
SAPU,01-2025,5,Atenciones de urgencia - Neumonía (J12-J18),417,3,9,16,189,200
SAPU,01-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",611,18,46,81,361,105
SAPU,01-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,01-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),8784,200,752,1378,5797,657
SAPU,01-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),387,0,17,32,173,165
SAPU,01-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,01-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,0,1
SAPU,01-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAPU,01-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,01-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,02-2025,1,Atenciones de urgencia - Total,53045,640,2854,6002,35440,8109
SAPU,02-2025,2,Atenciones de urgencia - Total Respiratorios,9549,242,856,1357,6004,1090
SAPU,02-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1027,29,102,101,641,154
SAPU,02-2025,4,Atenciones de urgencia - Influenza (J09-J11),93,1,3,7,72,10
SAPU,02-2025,5,Atenciones de urgencia - Neumonía (J12-J18),331,4,6,13,145,163
SAPU,02-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",607,26,33,71,359,118
SAPU,02-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,02-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),7128,181,701,1145,4605,496
SAPU,02-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),363,1,11,20,182,149
SAPU,02-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,02-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,02-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,0,2,0
SAPU,02-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,02-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,03-2025,1,Atenciones de urgencia - Total,49879,609,2601,5328,33597,7744
SAPU,03-2025,2,Atenciones de urgencia - Total Respiratorios,7942,207,706,1178,4956,895
SAPU,03-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),793,29,73,86,471,134
SAPU,03-2025,4,Atenciones de urgencia - Influenza (J09-J11),68,2,2,12,46,6
SAPU,03-2025,5,Atenciones de urgencia - Neumonía (J12-J18),267,1,11,14,95,146
SAPU,03-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",449,13,32,52,265,87
SAPU,03-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,03-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),6038,159,574,990,3910,405
SAPU,03-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),327,3,14,24,169,117
SAPU,03-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,03-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,1,1
SAPU,03-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAPU,03-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,03-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,04-2025,1,Atenciones de urgencia - Total,49149,587,2438,4992,33494,7638
SAPU,04-2025,2,Atenciones de urgencia - Total Respiratorios,7648,181,657,1054,4853,903
SAPU,04-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),718,23,64,84,433,114
SAPU,04-2025,4,Atenciones de urgencia - Influenza (J09-J11),63,0,2,4,51,6
SAPU,04-2025,5,Atenciones de urgencia - Neumonía (J12-J18),251,2,12,6,91,140
SAPU,04-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",465,18,31,51,268,97
SAPU,04-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,04-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5858,138,538,894,3872,416
SAPU,04-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),293,0,10,15,138,130
SAPU,04-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,04-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
SAPU,04-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAPU,04-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,04-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,05-2025,1,Atenciones de urgencia - Total,48253,540,2254,4832,33170,7457
SAPU,05-2025,2,Atenciones de urgencia - Total Respiratorios,7354,180,591,966,4744,873
SAPU,05-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),720,22,70,66,440,122
SAPU,05-2025,4,Atenciones de urgencia - Influenza (J09-J11),50,0,2,4,38,6
SAPU,05-2025,5,Atenciones de urgencia - Neumonía (J12-J18),258,4,5,5,99,145
SAPU,05-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",477,22,34,45,271,105
SAPU,05-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,05-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5530,132,474,826,3727,371
SAPU,05-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),319,0,6,20,169,124
SAPU,05-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,05-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
SAPU,05-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",4,0,1,0,2,1
SAPU,05-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,05-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,06-2025,1,Atenciones de urgencia - Total,47033,593,2120,4584,32332,7404
SAPU,06-2025,2,Atenciones de urgencia - Total Respiratorios,7311,206,538,995,4673,899
SAPU,06-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),640,23,57,58,372,130
SAPU,06-2025,4,Atenciones de urgencia - Influenza (J09-J11),57,0,3,8,40,6
SAPU,06-2025,5,Atenciones de urgencia - Neumonía (J12-J18),262,2,7,12,100,141
SAPU,06-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",392,17,19,36,234,86
SAPU,06-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,06-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5615,162,441,859,3759,394
SAPU,06-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),345,2,11,22,168,142
SAPU,06-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,06-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,06-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,0,2,0
SAPU,06-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,06-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,07-2025,1,Atenciones de urgencia - Total,46771,533,2075,4475,32029,7659
SAPU,07-2025,2,Atenciones de urgencia - Total Respiratorios,7457,189,567,987,4784,930
SAPU,07-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),614,15,50,61,374,114
SAPU,07-2025,4,Atenciones de urgencia - Influenza (J09-J11),58,0,1,3,44,10
SAPU,07-2025,5,Atenciones de urgencia - Neumonía (J12-J18),222,2,2,2,81,135
SAPU,07-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",432,11,26,43,252,100
SAPU,07-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,07-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5814,161,484,861,3866,442
SAPU,07-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),317,0,4,17,167,129
SAPU,07-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,07-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,07-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,1,0,0,1,0
SAPU,07-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,07-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,08-2025,1,Atenciones de urgencia - Total,49010,615,2009,4596,33956,7834
SAPU,08-2025,2,Atenciones de urgencia - Total Respiratorios,8702,230,606,1131,5644,1091
SAPU,08-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),806,19,62,87,479,159
SAPU,08-2025,4,Atenciones de urgencia - Influenza (J09-J11),56,2,2,5,38,9
SAPU,08-2025,5,Atenciones de urgencia - Neumonía (J12-J18),269,2,4,7,91,165
SAPU,08-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",437,18,19,39,272,89
SAPU,08-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,08-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),6827,189,513,972,4617,536
SAPU,08-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),307,0,6,21,147,133
SAPU,08-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,08-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,08-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,0,0,2
SAPU,08-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,08-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,09-2025,1,Atenciones de urgencia - Total,46484,527,2091,4519,31837,7510
SAPU,09-2025,2,Atenciones de urgencia - Total Respiratorios,8232,191,583,1077,5338,1043
SAPU,09-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),813,16,57,96,493,151
SAPU,09-2025,4,Atenciones de urgencia - Influenza (J09-J11),71,0,1,0,56,14
SAPU,09-2025,5,Atenciones de urgencia - Neumonía (J12-J18),241,0,2,10,90,139
SAPU,09-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",537,16,27,53,326,115
SAPU,09-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,09-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),6229,159,491,892,4193,494
SAPU,09-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),341,0,5,26,180,130
SAPU,09-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,09-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAPU,09-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,0,2,0
SAPU,09-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,09-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,10-2025,1,Atenciones de urgencia - Total,52252,585,2445,5560,35147,8515
SAPU,10-2025,2,Atenciones de urgencia - Total Respiratorios,10435,234,815,1684,6438,1264
SAPU,10-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),976,22,89,132,552,181
SAPU,10-2025,4,Atenciones de urgencia - Influenza (J09-J11),105,0,2,9,84,10
SAPU,10-2025,5,Atenciones de urgencia - Neumonía (J12-J18),288,2,7,9,107,163
SAPU,10-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",377,8,24,50,202,93
SAPU,10-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,10-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),8318,202,683,1454,5307,672
SAPU,10-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),371,0,10,30,186,145
SAPU,10-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,10-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,0,1
SAPU,10-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,0,1
SAPU,10-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,10-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,11-2025,1,Atenciones de urgencia - Total,62064,908,4289,9944,38675,8248
SAPU,11-2025,2,Atenciones de urgencia - Total Respiratorios,17562,452,2338,4741,8674,1357
SAPU,11-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1538,51,265,343,649,230
SAPU,11-2025,4,Atenciones de urgencia - Influenza (J09-J11),217,4,12,30,141,30
SAPU,11-2025,5,Atenciones de urgencia - Neumonía (J12-J18),342,3,17,28,123,171
SAPU,11-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",531,23,65,104,251,88
SAPU,11-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,11-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),14472,367,1954,4164,7291,696
SAPU,11-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),462,4,25,72,219,142
SAPU,11-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,11-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,1,1,2,0
SAPU,11-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",5,1,0,0,3,1
SAPU,11-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,11-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,12-2025,1,Atenciones de urgencia - Total,70097,1149,5583,12986,41937,8442
SAPU,12-2025,2,Atenciones de urgencia - Total Respiratorios,25492,723,3366,7359,12323,1721
SAPU,12-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2387,80,395,644,1007,261
SAPU,12-2025,4,Atenciones de urgencia - Influenza (J09-J11),337,7,15,87,204,24
SAPU,12-2025,5,Atenciones de urgencia - Neumonía (J12-J18),404,4,28,27,151,194
SAPU,12-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",626,25,89,130,282,100
SAPU,12-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,12-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),21122,603,2798,6336,10394,991
SAPU,12-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),616,4,41,135,285,151
SAPU,12-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,12-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,0,0,3,1
SAPU,12-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,1,2,0,0
SAPU,12-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,12-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,13-2025,1,Atenciones de urgencia - Total,66935,971,4754,11344,41563,8303
SAPU,13-2025,2,Atenciones de urgencia - Total Respiratorios,24199,581,2532,5967,13250,1869
SAPU,13-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2557,75,348,564,1279,291
SAPU,13-2025,4,Atenciones de urgencia - Influenza (J09-J11),318,3,10,49,232,24
SAPU,13-2025,5,Atenciones de urgencia - Neumonía (J12-J18),438,5,18,37,165,213
SAPU,13-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",657,26,64,122,316,129
SAPU,13-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAPU,13-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),19664,465,2061,5111,11000,1027
SAPU,13-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),565,7,31,84,258,185
SAPU,13-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAPU,13-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,0,0,3,1
SAPU,13-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",6,0,0,2,4,0
SAPU,13-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAPU,13-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAPU,14-2025,1,Atenciones de urgencia - Total,61433,786,4299,9914,38633,7801
SAPU,14-2025,2,Atenciones de urgencia - Total Respiratorios,21849,468,2330,4865,12435,1751
SAPU,14-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2600,77,357,509,1313,344
SAPU,14-2025,4,Atenciones de urgencia - Influenza (J09-J11),294,1,10,55,202,26
